,news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
149,N19723,basketball,"'I'd boo, too': Kings' Buddy Hield feels fan frustration but has Luke Walton's back","In times like these, you look for signs of life, leadership and accountability, something -- anything -- to suggest there are better days ahead for the Sacramento Kings. You could see some of that in Buddy Hield's eyes as he finished dressing and turned to face the media in a somber locker room late Wednesday night. The Kings had just been booed off their home floor after falling to ...","'I'd boo, too': Kings' Buddy Hield feels fan frustration but has Luke Walton's back In times like these, you look for signs of life, leadership and accountability, something -- anything -- to suggest there are better days ahead for the Sacramento Kings. You could see some of that in Buddy Hield's eyes as he finished dressing and turned to face the media in a somber locker room late Wednesday night. The Kings had just been booed off their home floor after falling to ...","[-0.073380269788203, 0.004261194560867813, -0.05082337789425294, 0.025461231337828454, 0.044965117889243594, 0.04392949776497535, -0.019130437944069923, -0.013862605527957806, -0.04350847262639291, 0.007046805012363418]","[0.2074781358242035, -0.1254485547542572, 0.22591446340084076, -0.3771643042564392, -0.01958829164505005, -0.14528459310531616, -0.12123752385377884, -0.04112037643790245, -0.05809173732995987, 0.00047754516708664596]","[-0.03828273301512354, 0.09083293423013893, -0.11305325090532986, 0.26405995543613164, -0.2013973096996352, 0.11854086638389963, 0.04312303035648526, 0.14782787400269576, -0.013653019627539124, 0.11399810339599638]"
150,N61867,football,Ex-Broncos LB Wesley Woodyard excited to face his former team in Week 6,Titans linebacker Wesley Woodyard will return to Denver on Sunday for the first time since the Broncos opted not to re-sign him in 2014.,Ex-Broncos LB Wesley Woodyard excited to face his former team in Week 6 Titans linebacker Wesley Woodyard will return to Denver on Sunday for the first time since the Broncos opted not to re-sign him in 2014.,"[0.07439205862610077, -0.02752623087319049, -0.026205862751699005, 0.007405670098565351, 0.07555278395469264, 0.03330218107303572, 0.007596345168904865, -0.09283042870056131, 0.06281032854830365, -0.026376646118931417]","[-0.2045925408601761, -0.08584098517894745, -0.05480040982365608, 0.03535398095846176, 0.10953786969184875, 0.03595061972737312, 0.041320815682411194, -0.0470988005399704, -0.04612104594707489, -0.08304694294929504]","[0.13785413665489876, 0.05580011983243934, 0.14488246908725147, 0.023297618781019522, -0.06424597123902179, 0.04181024103362504, 0.024813983596931228, -0.032962479955966247, 0.11674518156926703, 0.06437223714376678]"
151,N51802,football,Ex-NFL WR Cracks Joke About Mohamed Sanu's Patriots Jersey Number,Mohamed Sanu will debut a new look Sunday afternoon. Sanu who was acquired by the Patriots via trade earlier this week is set to play in his first game with,Ex-NFL WR Cracks Joke About Mohamed Sanu's Patriots Jersey Number Mohamed Sanu will debut a new look Sunday afternoon. Sanu who was acquired by the Patriots via trade earlier this week is set to play in his first game with,"[0.21545179022688044, 0.2688060819136384, -0.0031304803794643425, 0.05651424841531214, -0.11715130424601311, -0.09645261655832846, -0.09700944273926952, 0.031463709309795994, 0.1297949775475023, -0.04338590779257215]","[-0.23181329667568207, -0.121055006980896, 0.019356925040483475, -0.08484798669815063, 0.14449308812618256, -0.0914766862988472, -0.05792037397623062, -0.09062306582927704, 0.15832985937595367, 0.12318726629018784]","[0.2707471108028175, 0.002661134501052065, 0.1232913946366385, 0.06588629620744396, 0.07839773363707378, 0.036915873124234576, -0.14761918172557323, -0.09406666514956483, 0.024322901285241637, -0.11585159802019775]"
152,N23538,football,"Ravens News 10/14: Week 6 refocused, grades and more","NFL Week 6 ReFocused: Baltimore Ravens 23, Cincinnati Bengals 17 - PFF While Canady struggled, Marlon Humphrey was solid all day long. The Bengals tried targeting him, and he was allowing none of it. His best play of the day came in the fourth quarter when he was targeted on a back-shoulder throw and punched the ball out at the last second This was a day for the legs of Lamar Jackson more than his arm. He routinely glided into open space, using...","Ravens News 10/14: Week 6 refocused, grades and more NFL Week 6 ReFocused: Baltimore Ravens 23, Cincinnati Bengals 17 - PFF While Canady struggled, Marlon Humphrey was solid all day long. The Bengals tried targeting him, and he was allowing none of it. His best play of the day came in the fourth quarter when he was targeted on a back-shoulder throw and punched the ball out at the last second This was a day for the legs of Lamar Jackson more than his arm. He routinely glided into open space, using...","[0.19773723588492503, -0.037003462224158463, 0.048393011678860176, 0.0001764152976691104, 0.0662951314059562, 0.07849656284884132, 0.007836001610792634, -0.07954917560543881, 0.04436336025836828, -0.11404738002716303]","[-0.3481157422065735, 0.12375951558351517, -0.14346447587013245, 0.012619875371456146, 0.04860176146030426, 0.058661527931690216, 0.1332673877477646, -0.20864179730415344, 0.1280633956193924, -0.1384122222661972]","[0.16732324128011178, -0.3074283975207747, 0.031459964127456705, 0.02298147646376483, 0.0043956744193086915, -0.04879560290488515, 0.01530798913616969, -0.06028537275268546, -0.009654827361941783, -0.12643053066721152]"
153,N22015,football,"Eagles' loss to Vikings is indefensible, and now they enter crisis mode | Bob Ford","MINNEAPOLIS   The Eagles went into full crisis mode on Sunday in U.S. Bank Field as their defense was picked completely apart by the Vikings in the first of a three-game road stretch that could decide their season. With the 38-20 loss, the Eagles dropped to 3-3 on the season and while that's not good itself, the way they lost the game was even more disturbing. The defense has been patched ...","Eagles' loss to Vikings is indefensible, and now they enter crisis mode | Bob Ford MINNEAPOLIS   The Eagles went into full crisis mode on Sunday in U.S. Bank Field as their defense was picked completely apart by the Vikings in the first of a three-game road stretch that could decide their season. With the 38-20 loss, the Eagles dropped to 3-3 on the season and while that's not good itself, the way they lost the game was even more disturbing. The defense has been patched ...","[0.08749836798057412, -0.028009548781746146, -0.06527591043439888, 0.12341313669288152, -0.1325583926125154, 0.2819855122871731, 0.08047402249526912, -0.06477343439495668, -0.007650762003620018, -0.13329117983019406]","[-0.2990877628326416, 0.23069310188293457, 0.25039762258529663, -0.07155626267194748, -0.030839286744594574, -0.04459160938858986, -0.021626204252243042, -0.1500881463289261, -0.21751685440540314, 0.04475207254290581]","[0.12296563599692657, -0.3233768789089531, -0.1041833335309882, 0.03168836914516072, -0.08049358617177826, 0.19204673223741697, 0.21024503708148412, 0.11361550045985229, 0.04866379598588042, 0.11466484497711865]"
154,N4298,football,Report: Man arrested in theft of Brady jersey was caught wearing it,A 33-year-old Providence man was arrested Thursday for allegedly stealing a jersey that New England Patriots star Tom Brady had worn.,Report: Man arrested in theft of Brady jersey was caught wearing it A 33-year-old Providence man was arrested Thursday for allegedly stealing a jersey that New England Patriots star Tom Brady had worn.,"[0.11269110004746324, 0.35136954689013694, -0.057841165039343063, 0.04722213952667887, -0.1310773571574804, -0.08627327179027093, -0.00647980302400071, 0.12627542385942747, 0.06234560715201284, 0.09417121229175997]","[-0.14745134115219116, -0.14460772275924683, 0.05515060946345329, -0.02407560683786869, 0.2678128480911255, -0.17343677580356598, -0.10604458302259445, -0.06843973696231842, 0.32791152596473694, 0.14516404271125793]","[0.20379858769397827, 0.22750327839400883, 0.17190122697101629, -0.09220525012283304, -0.14161251090363178, 0.14520674290529959, -0.17422700977665787, -0.14151754684013568, -0.00774372579944431, -0.15709790280202912]"
155,N10289,football,Patriots Expected to Waive Josh Gordon Within the Next Couple Weeks,"The New England Patriots made a shocking roster decision this week, as they placed wide receiver Josh Gordon on injured reserve because of some lingering knee issues.","Patriots Expected to Waive Josh Gordon Within the Next Couple Weeks The New England Patriots made a shocking roster decision this week, as they placed wide receiver Josh Gordon on injured reserve because of some lingering knee issues.","[0.19397353881415663, 0.3133829159300416, 0.0014292847144733508, -0.0025921851738509635, -0.05888038410734586, -0.04526653132830383, 0.001050693316653047, 0.10151575191557274, 5.768083400273756e-05, 0.04778596793808457]","[-0.3401162326335907, -0.2163100391626358, 0.06084490567445755, -0.009131492115557194, 0.24485783278942108, 0.24213512241840363, -0.14669613540172577, 0.10022186487913132, 0.14261841773986816, 0.11867523193359375]","[0.3447941424537319, 0.10055494734523543, 0.17735188767301613, 0.019845032279769578, -0.11303166425222942, -0.1165651187724037, -0.07093952691607605, -0.1228113449353448, -0.02598738677456588, -0.08018471251190865]"
156,N22626,football,ESPN: Falcons undecided on activating Chris Lindstrom from IR,The team is reportedly split if they want to keep him out for the rest of the season.,ESPN: Falcons undecided on activating Chris Lindstrom from IR The team is reportedly split if they want to keep him out for the rest of the season.,"[-0.026069970563118848, 0.09600416028843217, -0.024177906321059275, -0.08798792593559682, 0.09508235646150445, 0.017167673115804097, -0.04724342101710621, -0.0015430697890235802, -0.03742670484650014, 0.0038569380158134927]","[-0.20318138599395752, -0.1738014966249466, -0.0782468318939209, 0.03979901596903801, -0.0006979297031648457, 0.1828678846359253, -0.1367335468530655, 0.04199954867362976, -0.16271039843559265, 0.05092940479516983]","[0.2761475623659336, -0.0458054141891512, 0.0012411848742008996, 0.04180444784601926, 0.03377523428413279, -0.14250324557045255, 0.09549536942138019, 0.11289312316267898, -0.025784618851518084, 0.04220318570290225]"
157,N43994,football,Jags remain at No. 20 spot of USA TODAY power rankings after Week 10's games,"After their bye week and a crazy Week 10 chain of events for the rest of the league, the Jacksonville Jaguars remained at the No. 20 spot of USA TODAY's power rankings. However, they have the opportunity to begin trending upwards Week 11 as Nick ...","Jags remain at No. 20 spot of USA TODAY power rankings after Week 10's games After their bye week and a crazy Week 10 chain of events for the rest of the league, the Jacksonville Jaguars remained at the No. 20 spot of USA TODAY's power rankings. However, they have the opportunity to begin trending upwards Week 11 as Nick ...","[0.3504141522732471, -0.17145667284829455, 0.23112513409364444, -0.21063343729234385, -0.010637244095507169, 0.007779679422263898, -0.010529368771334209, -0.03306773576654869, -0.050231981781058, 0.07821636368603234]","[-0.187002032995224, 0.24477310478687286, -0.05862259119749069, -0.0281022060662508, -0.20796309411525726, 0.0911259651184082, 0.014736903831362724, 0.07064031809568405, 0.14261673390865326, -0.06186200678348541]","[0.009555913658982467, -0.24828180184485457, 0.07267043348163706, -0.09690278919660629, 0.09013507157544609, -0.004305680323127822, 0.0638976538392971, -0.09317310718005822, -0.17579435223870368, -0.05548956987591013]"
158,N27705,football,Chiefs announce QB Patrick Mahomes will not play Sunday against Packers,"Kansas City Chiefs quarterback Patrick Mahomes will not play Sunday night against the Green Bay Packers, coach Andy Reid announced Friday. ""He just wasn't ready right now,"" Reid said. ""That was our decision, not his. He wanted to play right after it happened. He needs a little time here."" Reid also said starting defensive tackle Chris Jones, outside linebacker Frank Clark, defensive back Kendall Fuller and offensive tackle Eric Fisher would also...","Chiefs announce QB Patrick Mahomes will not play Sunday against Packers Kansas City Chiefs quarterback Patrick Mahomes will not play Sunday night against the Green Bay Packers, coach Andy Reid announced Friday. ""He just wasn't ready right now,"" Reid said. ""That was our decision, not his. He wanted to play right after it happened. He needs a little time here."" Reid also said starting defensive tackle Chris Jones, outside linebacker Frank Clark, defensive back Kendall Fuller and offensive tackle Eric Fisher would also...","[0.06327998724316189, -0.12157527752287965, -0.2548439884038225, 0.28422823123213725, 0.20147074783526606, -0.15622926603836218, -0.009333445900512806, -0.009344390092442234, 0.3247771174923777, 0.13550594982646044]","[-0.38599473237991333, 0.03291863948106766, 0.07043673098087311, -0.02721678838133812, 0.22441904246807098, 0.2756691873073578, -0.17408595979213715, 0.05225149169564247, -0.11926419287919998, 0.15989862382411957]","[0.2252836129630743, -0.11998037889024243, 0.09519838399311954, -0.020878992978951925, -0.11171112683882896, -0.3064651255483695, -0.18392063046326315, 0.02336826825287324, -0.07181783866380931, 0.3416235554823252]"
159,N45395,misc,"Simone Biles ties world gymnastics championships medal record, leads U.S. one-two",Simone Biles tied a 1990s star for the world gymnastics championships medal record.,"Simone Biles ties world gymnastics championships medal record, leads U.S. one-two Simone Biles tied a 1990s star for the world gymnastics championships medal record.","[-0.06247041088076009, -0.01676144239734603, 0.20700614877400547, 0.13456016059693834, -0.012301337917793666, -0.03691668135041817, -0.04088685281107976, -0.013750118465181125, -0.061837918918485155, 0.054941965806401954]","[0.2558562457561493, 0.0689387321472168, -0.12546509504318237, 0.021570326760411263, 0.10598140954971313, -0.06492823362350464, 0.16272179782390594, 0.041541557759046555, 0.127604678273201, -0.20463594794273376]","[-0.2130949727099556, 0.09025917347971037, -0.012863141705574555, -0.06286150503488688, 0.005885811527055104, -0.03238859884032478, -0.1327401943242213, -0.0346582771009295, 0.019563092158118602, -0.05703844199924504]"
