news_id,general_category,title,abstract,text,tfidf_vector,sbert_vector,openai_vector
N63872,basketball,Greg Paulus' unconventional road after Duke leads him to head coaching job at Niagara,"Greg Paulus' career playing point guard at Duke and quarterback at Syracuse was anything but conventional, and his path as a coach has been even more so.","Greg Paulus' unconventional road after Duke leads him to head coaching job at Niagara Greg Paulus' career playing point guard at Duke and quarterback at Syracuse was anything but conventional, and his path as a coach has been even more so.","[-0.06405943987975937, 0.008880508181354614, -0.060320040671860885, -0.01307048400171347, -0.009875399643679042, 0.02514259230736374, -0.033548907799264636, 0.007660838491422574, 0.02278940220224859, 0.004426486306328577]","[-0.1341778188943863, -0.1662006378173828, -0.0939621850848198, -0.19780637323856354, 0.2074006348848343, -0.061517175287008286, 0.05824301391839981, -0.0375518873333931, 0.1368669867515564, 0.031011424958705902]","[-0.0514330322123226, 0.10190729917841113, -0.07644452840420356, -0.024124437781455996, 0.241119412412502, 0.07208850263501214, 0.02387672065636906, -0.08338213273530364, -0.04608666178871557, 0.17900180771623428]"
N55297,basketball,Markelle Fultz shines in Magic regular season debut,"The third-year guard played his first regular season game for the Magic, and was arguably their brightest spot.","Markelle Fultz shines in Magic regular season debut The third-year guard played his first regular season game for the Magic, and was arguably their brightest spot.","[-0.058216755028172126, -0.06731825311249844, 0.06400302798992738, -0.04370476930173422, -0.03016843330183708, -0.0020501165660601625, -0.0010200201925772633, 0.03904409661444642, 0.08360084991376433, 0.10342932693326314]","[-0.06363920867443085, -0.06818336248397827, -0.17606095969676971, 0.0012749421875923872, 0.07025584578514099, -0.02395930327475071, -0.10076402872800827, -0.004340216051787138, 0.2218078374862671, 0.10757617652416229]","[-0.11895798337439616, 0.010281658031074347, -0.16166400319625462, 0.03432209571039267, -0.04169424755346007, 0.018564224042009244, -0.018422771617648343, -0.009376710891496193, -0.09102160688750614, 0.2921575517650202]"
N53504,basketball,Dwyane Wade on new-look Heat: 'I really love this team',"Friday ended with a 15-point road loss to the Lakers, but it was what happened that afternoon that had the Heat smiling at the end of the night. Retired guard Dwyane Wade, who has relocated to the Los Angeles area with his family, spent time with Heat players and staff and even spoke to his former team hours before tip-off about the importance of upholding the team's culture he helped build ...","Dwyane Wade on new-look Heat: 'I really love this team' Friday ended with a 15-point road loss to the Lakers, but it was what happened that afternoon that had the Heat smiling at the end of the night. Retired guard Dwyane Wade, who has relocated to the Los Angeles area with his family, spent time with Heat players and staff and even spoke to his former team hours before tip-off about the importance of upholding the team's culture he helped build ...","[-0.05590237554463608, -0.022300045007405546, -0.018566647236651235, -0.06655378024085523, -0.05886353412278615, 0.07752478146295566, -0.06740905781751008, -0.01754861283991636, -0.028930105825311834, -0.04134713817350663]","[-0.1305367350578308, -0.17065826058387756, -0.13505567610263824, 0.0635022446513176, -0.07598065584897995, -0.09411083906888962, -0.1964976191520691, -0.04142848402261734, 0.06847325712442398, 0.14773356914520264]","[-0.20634356155297165, 0.1069158844265549, -0.060531913685794206, 0.10954109684656191, -0.02846393782628315, -0.010072391149937519, -0.018871996610360358, -0.19833689254097472, -0.12006011240991141, 0.2662434405771213]"
N53961,basketball,Long Island High School Coach Suspended   For Scoring Too Many Points?,"Who appointed these people to run this kangaroo court, being the judge, jury, and executioners? Plainedge Public School Superintendent Edward Salina said in a statement.","Long Island High School Coach Suspended   For Scoring Too Many Points? Who appointed these people to run this kangaroo court, being the judge, jury, and executioners? Plainedge Public School Superintendent Edward Salina said in a statement.","[-0.051747345027812926, -0.011584204828598592, -0.01759713463567162, -0.0425268843149047, -0.08801511401229047, -0.007413963309919942, -0.1403488062341292, 0.06056052770839745, 0.08040249140026504, -0.008740055634948946]","[-0.09039430320262909, -0.1389857530593872, -0.02440209686756134, -0.23715125024318695, 0.10691248625516891, -0.16570228338241577, -0.09658612310886383, -0.1293693482875824, -0.15971623361110687, -0.13763877749443054]","[-0.12953827234650395, 0.09407075842788723, 0.0033794828179418246, -0.005046930800393004, 0.19514802564131858, 0.029386352080743226, 0.17849320570445606, 0.0454871617753255, 0.06907161059071663, -0.017145496007452778]"
N39857,basketball,Baltimore-area athletes signing National Letters of Intent,"Wednesday began the early period for high school athletes to sign National Letters of Intent to accept athletic scholarships from Division I and Division II college programs. This period includes basketball, lacrosse, baseball, softball, track and all other sports except football, which has later signing dates. Following is a list of local student-athletes who plan to sign during the early ...","Baltimore-area athletes signing National Letters of Intent Wednesday began the early period for high school athletes to sign National Letters of Intent to accept athletic scholarships from Division I and Division II college programs. This period includes basketball, lacrosse, baseball, softball, track and all other sports except football, which has later signing dates. Following is a list of local student-athletes who plan to sign during the early ...","[-0.06202787995132354, -0.00267574289059462, -0.019841593664408554, -0.040417670143459046, -0.07535861380866134, -0.010196566733908617, -0.10017504668195064, 0.04460297328930634, 0.007514031778498281, 0.040723726193151066]","[-0.1470659226179123, -0.13770079612731934, -0.05419883131980896, -0.24680404365062714, 0.159659743309021, 0.17611061036586761, 0.006387526635080576, 0.16309499740600586, 0.022772742435336113, 0.07589689642190933]","[-0.12440268258173962, -0.011890868976817267, -0.030674770928889105, -0.08940162686291661, 0.34919364080960635, -0.128080528845932, -0.032426931227575076, 0.045996660975364284, -0.13301928847469752, 0.025636714912539157]"
N18653,basketball,Lewis helps No. 15 Florida to tight 66-60 win over Towson,Florida has resembled more of a pretender than a contender in the early going.,Lewis helps No. 15 Florida to tight 66-60 win over Towson Florida has resembled more of a pretender than a contender in the early going.,"[-0.02297150868898221, 0.005750461576448483, 0.004055863596737937, 0.018681930225302637, -0.012853699785968068, -0.028362381365966405, -0.01894643096921219, 0.0010842721711301026, 0.05534795446444382, 0.11327534811490815]","[-0.08733061701059341, 0.12297271937131882, -0.07114025950431824, -0.06728941202163696, 0.2553505003452301, 0.0500798337161541, -0.07412143051624298, -0.05190537869930267, 0.207990363240242, -0.033700600266456604]","[-0.11728702624682305, 0.018568850889365583, -0.17944973335993972, 0.2302934020582199, 0.13771847463164327, 0.06415724424539185, -0.03310796752978179, -0.170267070620788, -0.05461052058386893, 0.04353497789979041]"
N42505,basketball,'I've never used those words in my life': Giannis says Harvard misquoted him,Giannis Antetokounmpo says he was misquoted in Harvard study on his staying in Milwaukee,'I've never used those words in my life': Giannis says Harvard misquoted him Giannis Antetokounmpo says he was misquoted in Harvard study on his staying in Milwaukee,"[-0.03503579262033097, -0.004677238450831635, -0.06218925085190081, 0.07130510155131149, 0.06011928498687002, -0.011638692602540683, -0.010104625702889147, 0.01935089576232229, -0.0021960817179083247, -0.0558568530136796]","[-0.059918858110904694, -0.27102068066596985, -0.00958944484591484, -0.18316669762134552, 0.046151116490364075, -0.11973629891872406, -0.05194276198744774, -0.16258257627487183, -0.11582169681787491, 0.13997867703437805]","[-0.08839791986913231, 0.2521185062704233, 0.03606999243370626, -0.068825317663656, -0.05751004396002338, -0.01211961363554906, 0.10322820497721226, -0.21640097068493244, -0.07638828296415703, 0.1427273833140985]"
N7086,basketball,Lin's 40-point debut with Beijing Ducks proves he still belongs in NBA,The longtime NBA veteran and recent champion struggled to field offers from the league in free agency this summer,Lin's 40-point debut with Beijing Ducks proves he still belongs in NBA The longtime NBA veteran and recent champion struggled to field offers from the league in free agency this summer,"[-0.065149755776917, 0.004789346333907988, -0.06012807640369967, -0.028048867995440124, -0.04528162920038679, -0.033340132385575594, -0.007470915291063752, -0.041103252021950205, -0.0021095753568617145, -0.0163945886819239]","[-0.12711453437805176, -0.20152194797992706, -0.1157524362206459, 0.042280398309230804, -0.029144050553441048, -0.151373490691185, -0.06905607134103775, 0.0418572872877121, 0.11326684057712555, 0.13977256417274475]","[-0.0750763621213286, 0.1584580618224726, -0.09339538021939411, 0.007791568123712597, -0.09608560569067144, 0.011261765934272732, -0.006598094607612736, -0.1334285971225975, -0.05317297880057785, 0.30758491939802596]"
N18327,basketball,25 storylines to follow heading into the 2019-2020 season,"It doesn't matter if you are a blue blood or coming off playing in your first national championship game, every team begins with a fresh slate and the journey to earning a spot in the Big Dance begins now.","25 storylines to follow heading into the 2019-2020 season It doesn't matter if you are a blue blood or coming off playing in your first national championship game, every team begins with a fresh slate and the journey to earning a spot in the Big Dance begins now.","[0.012523891738076024, -0.06522088885911373, 0.06898404975454217, 0.0001661955859951139, -0.023211748271422906, -0.02570538948569152, -0.048042580136093326, 0.08586841935902803, 0.047236314232236135, 0.07779571393172925]","[-0.2638722062110901, 0.15291908383369446, -0.05382038280367851, -0.14646926522254944, 0.2549978494644165, 0.013819482177495956, 0.1421263962984085, 0.13560819625854492, -0.015443067066371441, 0.19235673546791077]","[-0.1558599137498016, -0.1315635463975862, -0.14447628744663576, 0.07855673141299518, 0.12312878229468331, -0.0343825993643744, -0.17078008618884286, -0.2505103623958996, -0.09576584305008118, 0.08851368989957335]"
N44968,baseball,Braves free agent targets: Catchers,"The Braves will be in the market for a catcher, and there are four free agent catchers who could be a nice fit.","Braves free agent targets: Catchers The Braves will be in the market for a catcher, and there are four free agent catchers who could be a nice fit.","[-0.06153874933619027, 0.007313296584418126, -0.0520039511893275, -0.012830280440195496, -0.07461102772214014, 0.01722627076125491, -0.006304117112740257, -0.055570145687301946, -0.09958263507717972, -0.03703785053070936]","[-0.23731283843517303, -0.2021058201789856, 0.11205827444791794, -0.047219086438417435, -0.26295772194862366, 0.42479047179222107, 0.007530955597758293, -0.010114964097738266, 0.17524604499340057, 0.1408730447292328]","[-0.14411593131316466, 0.06756116548705558, 0.03406059681100868, -0.28210261513700385, -0.06495346343056826, -0.0798517393827119, -0.15461620179958357, 0.11169127183401545, -0.06439801254153489, -0.07045887212436096]"
N54321,baseball,"Braves make a splash, signing closer Will Smith to three-year, $39 million deal",The two-time defending NL East champion Braves have had bullpen issues and addressed that immediately by signing the left-hander.,"Braves make a splash, signing closer Will Smith to three-year, $39 million deal The two-time defending NL East champion Braves have had bullpen issues and addressed that immediately by signing the left-hander.","[-0.044081510806590465, 0.015521153715845564, -0.051907278305943154, -0.045930635804278364, -0.006258472252010434, -0.014086503501000889, -0.06797988725810031, -0.01608446032435933, -0.0662596728167823, 0.03948113136568344]","[-0.14659583568572998, -0.1004013791680336, 0.13310293853282928, -0.050616662949323654, -0.19240176677703857, 0.23613351583480835, -0.10747713595628738, 0.0100500313565135, 0.10224912315607071, 0.11700108647346497]","[-0.14090594413656077, 0.07046042608310375, 0.06296342247571352, -0.3080493449434057, -0.08041753975954608, -0.11480540267902226, -0.09709115711571976, 0.2032102933166339, -0.12582699253892698, 0.03387843114166316]"
